CountryName,YearCollected,TimePeriod1,TimePeriod2,TimePeriod3,TimePeriod4,Pre-Post1991,Pre-Post1998,Pre-Post2001,Pos-Neg,BdDetected,TotalTested,BdNeg,latitude,longitude,Publication,DataSourceType,Source
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-8.37167,35.98167,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-8.37167,35.98167,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.615,35.85667,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-8.615,35.85667,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,9,9,-8.615,35.85667,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,35,35,-7.76834,36.49333,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76834,36.49333,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-7.76834,36.49333,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,1,0,-8.5196,35.46105,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,5,5,0,-8.5196,35.46105,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,3,2,-8.5196,35.46105,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-8.5196,35.46105,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,5,5,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,15,15,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.83333,36.91166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.36667,35.975,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-8.36667,35.975,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.19222,36.28724,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,7,7,-8.19222,36.28724,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.19222,36.28724,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-8.74594,35.83145,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-8.74594,35.83145,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,10,10,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,6,6,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,8,8,-8.30697,36.13163,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,5,5,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,7,7,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,6,13,7,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,7,7,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,4,6,2,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.81916,35.77889,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.71467,35.86038,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-8.71467,35.86038,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,6,6,-8.71467,35.86038,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-8.71467,35.86038,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,6,6,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,6,6,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,5,5,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,1,0,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76858,36.91461,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-7.76667,36.42499,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.76667,36.42499,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,2,5,3,-7.76667,36.42499,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-8.50767,35.86083,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,2,6,4,-8.50767,35.86083,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-8.50767,35.86083,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,3,3,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,48,48,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,5,5,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,11,11,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,2,15,13,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,6,6,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Tanzania,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,-7.82499,36.39166,Moyer and Weldon 2006,Grey literature,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,11.30722,-12.33083,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,11.30722,-12.33083,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,11.30722,-12.33083,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,11.30722,-12.33083,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,2,2,11.30722,-12.33083,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,11.31583,-12.29722,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,11.34278,-12.33694,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Guinea,2002,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Negative,0,1,1,11.34278,-12.33694,"data from Eli Greenbaum, eli.greenbaum@villanova.edu, 9/27/2007",Email communication,Bdmaps
Tanzania,2003,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,1,0,-8.58333,35.85,Weldon and du Preez 2004,Journal Publication,Bdmaps
Tanzania,2003,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,1,0,-8.58333,35.85,Weldon and du Preez 2004,Journal Publication,Bdmaps
Tanzania,2003,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,1,0,-8.61583,35.87222,Weldon and du Preez 2004,Journal Publication,Bdmaps
Kenya,2000,1991-2000,1991-2000,1996-2000,1996-2000,Post-1991,Post-1998,Pre-2001,Positive,1,1,0,-1.2761,36.7965,Berger and Speare 2000,Email communication,Bdmaps
Lesotho,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,5,6,1,-29.3281,28.4842,Weldon et al 2005,Thesis or dissertation,Bdmaps
Lesotho,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,2,4,2,-29.3281,28.4842,Weldon et al 2005,Thesis or dissertation,Bdmaps
Lesotho,2000,1991-2000,1991-2000,1996-2000,1996-2000,Post-1991,Post-1998,Pre-2001,Positive,1,2,1,-29.88,27.6137,Weldon et al 2005,Thesis or dissertation,Bdmaps
Lesotho,2000,1991-2000,1991-2000,1996-2000,1996-2000,Post-1991,Post-1998,Pre-2001,Positive,1,2,1,-29.4927,28.7724,Weldon et al 2005,Thesis or dissertation,Bdmaps
Lesotho,2000,1991-2000,1991-2000,1996-2000,1996-2000,Post-1991,Post-1998,Pre-2001,Positive,1,2,1,-29.4259,29.3778,Weldon et al 2005,Thesis or dissertation,Bdmaps
Lesotho,2000,1991-2000,1991-2000,1996-2000,1996-2000,Post-1991,Post-1998,Pre-2001,Positive,1,4,3,-29.5759,29.2834,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,1998,1991-2000,1991-2000,1996-2000,1996-2000,Post-1991,Post-1998,Pre-2001,Positive,3,3,0,-33.0925,19.134,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,1981,1981-1990,1981-1990,1981-1985,1981-1990,Pre-1991,Pre-1998,Pre-2001,Positive,1,14,13,-33.5937,22.2033,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,1,0,-33.6535,26.7168,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,7,6,-28.5943,28.2302,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,1996,1991-2000,1991-2000,1996-2000,1996-2000,Post-1991,Pre-1998,Pre-2001,Positive,5,5,0,-30.5599,17.9905,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,3,3,0,-33.9325,25.5921,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,45,67,22,-30.2046,17.9308,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,3,3,0,-30.2046,17.7496,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,2,2,0,-29.6633,17.8861,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,3,3,0,-33.96,25.59,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,2,1,-23.6311,29.4755,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,4,6,2,-33.6535,26.7168,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,3,4,1,-33.6535,26.7168,Weldon et al 2005,Thesis or dissertation,Bdmaps
South Africa,2004,2001-2010,2001-2005,2001-2005,2001-2005,Post-1991,Post-1998,Post-2001,Positive,1,1,0,-23.6311,29.4755,Weldon et al 2005,Thesis or dissertation,Bdmaps
